asset_id,partition,gender_label,confidence_bucket,quality_score,full_hair_score,render_safe_score,coverage_ratio,bbox_width,bbox_height,crop_width,crop_height,render_safe_candidate,render_safe_flags,image_path,mask_path
celeba_full_hair_000107,train,female,high,1.0,1.0,0.92,0.273271,130,158,157,179,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000107.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000107_mask.png
celeba_full_hair_000108,train,male,high,1.0,1.0,0.92,0.208844,151,167,178,192,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000108.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000108_mask.png
celeba_full_hair_000117,train,male,high,1.0,1.0,0.92,0.197712,140,131,171,145,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000117.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000117_mask.png
celeba_full_hair_000118,train,male,high,1.0,1.0,0.92,0.224539,136,141,160,156,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000118.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000118_mask.png
celeba_full_hair_000131,train,female,high,1.0,1.0,0.92,0.183332,132,137,169,162,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000131.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000131_mask.png
celeba_full_hair_000132,train,male,high,1.0,1.0,0.92,0.240104,145,139,175,167,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000132.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000132_mask.png
celeba_full_hair_000147,train,male,high,1.0,1.0,0.92,0.193588,128,125,158,148,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000147.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000147_mask.png
celeba_full_hair_000161,val,male,high,1.0,1.0,0.92,0.201319,120,148,156,169,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000161.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000161_mask.png
celeba_full_hair_000162,val,female,high,1.0,1.0,0.92,0.193949,143,150,170,164,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000162.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000162_mask.png
celeba_full_hair_000163,val,male,high,1.0,1.0,0.92,0.190212,132,139,168,155,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000163.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000163_mask.png
celeba_full_hair_000165,val,male,high,1.0,1.0,0.92,0.257448,141,135,171,156,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000165.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000165_mask.png
celeba_full_hair_000168,val,female,high,1.0,1.0,0.92,0.373776,156,199,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000168.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000168_mask.png
celeba_full_hair_000178,val,female,high,1.0,1.0,0.92,0.298088,164,189,178,214,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000178.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000178_mask.png
celeba_full_hair_000016,train,male,high,1.0,1.0,0.84,0.3077,168,201,178,218,True,render_safe_candidate,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\images\celeba_full_hair_000016.png,D:\Projects\Personal Projects\Hairstyle Recommender Live Tryon\backend\data\processed\celeba_full_hair_assets\masks\celeba_full_hair_000016_mask.png
